id,female,black,hispanic,asian,age_ba,firstgen,parent_income_q,parent_grad,ugpa,stem_major,bus_major,ed_major,health_major,selective_inst,public_ug,state_unemp,metro,ga_funding_adj,grad_plus_loans,annual_tuition,program_years,gross_tuition,net_inst_rev,masters,ln_salary,salary
4481,1,0,0,0,21,0,2,0,2.5,0,0,0,0,1,1,5.9000001,1,2.0999999,58.853748,36.463299,2,72.926598,47.40229,1,9.5169592,13588.229
4482,1,0,0,0,28,1,1,0,3.3399999,0,0,0,0,0,1,4.4000001,0,5.5999999,47.320198,22.498505,2,44.997009,29.248056,0,10.123877,24931.232
4483,1,0,0,0,21,1,4,1,3.05,0,0,0,0,0,1,5.8000002,0,8.3999996,35.179817,23.832556,2,47.665112,30.982323,0,11.415177,90687.727
4484,1,0,0,0,23,0,3,0,2.72,0,0,1,0,0,1,5.8000002,1,13,24.06905,22.170218,2,44.340435,28.821283,1,8.2949982,4003.7959
4485,1,1,0,0,23,0,4,0,3.6400001,0,0,0,0,0,1,5.8000002,0,8.5,43.939465,22.209581,2,44.419163,28.872456,1,11.196673,72887.57
4486,1,0,0,0,28,0,4,1,3.3699999,0,1,0,0,1,0,4.3000002,1,5.6999998,67.220291,75.413864,2,150.82773,98.038025,1,10.884436,53339.672
4487,1,0,0,0,22,1,3,0,2.04,0,1,0,0,0,1,6.3000002,1,5.5999999,68.972908,50.556828,2,101.11366,65.723877,0,11.296701,80555.484
4488,1,0,0,0,26,0,3,0,3.5,0,0,0,0,1,1,6.1999998,0,9.1000004,66.464546,22.461718,2,44.923435,29.200233,0,11.009971,60474.113
4489,0,1,0,0,24,1,3,1,3.28,1,0,0,0,0,0,6.0999999,0,4.6999998,66.790436,30.15143,2.5,75.378578,48.996075,0,11.468993,95701.875
4490,1,0,0,0,25,1,2,1,3.55,1,0,0,0,0,1,4.8000002,1,8.3000002,49.19062,29.096636,2.5,72.741592,47.282036,0,11.080978,64924.375
4491,0,0,0,1,24,0,2,0,2.99,1,0,0,0,0,0,4,1,6.4000001,57.828243,37.023048,2.5,92.557617,60.162453,1,11.363461,86116.867
4492,0,0,1,0,22,0,2,0,3.3699999,0,1,0,0,0,1,5.8000002,0,7.4000001,138.6252,58.278904,2,116.55781,75.762573,1,9.5624266,14220.311
4493,1,1,0,0,22,0,3,1,2.97,0,0,1,0,1,0,6.3000002,1,4.1999998,64.826958,38.059708,2,76.119415,49.477619,0,10.299286,29711.395
4494,1,0,0,0,24,0,3,1,3.1800001,1,0,0,0,0,0,3.5999999,1,10,59.901817,29.101433,2.5,72.753586,47.289829,0,10.752103,46728.188
4495,1,0,1,0,23,0,2,0,3.1400001,0,0,0,1,0,0,4,1,6.4000001,51.571568,43.911304,2,87.822609,57.084694,1,10.298496,29687.941
4496,0,0,0,0,25,0,1,1,3.3299999,0,0,0,1,1,1,3.9000001,0,12.5,91.404526,59.613403,2,119.22681,77.497421,1,11.511814,99888.93
4497,1,0,0,0,26,0,2,1,2.9000001,0,0,0,1,0,1,6.4000001,0,11.1,60.141441,41.259884,2,82.519768,53.637848,1,12.129667,185288.11
4498,1,0,0,0,26,0,1,1,3.28,1,0,0,0,0,1,5.0999999,1,4.0999999,59.645947,26.640053,2.5,66.600128,43.290085,0,11.814825,135242.55
4499,1,0,0,0,21,0,4,0,2.99,0,0,0,0,0,0,6.6999998,0,6.5999999,14.893424,21.165752,2,42.331505,27.515478,0,12.728477,337215.5
4500,0,0,0,0,29,0,4,0,3.3900001,0,0,0,0,1,1,4.3000002,0,9.1999998,47.081459,41.073009,2,82.146019,53.394913,1,11.238218,75979.461
4501,0,0,1,0,27,1,2,0,3.47,0,0,0,0,1,0,5,1,7.8000002,64.620148,34.769966,2,69.539932,45.200954,0,9.6424837,15405.56
4502,1,0,0,0,25,0,1,1,2.52,0,0,1,0,0,1,2.5,1,5.5,81.720955,27.139204,2,54.278408,35.280964,0,11.285578,79664.375
4503,1,0,0,0,26,0,1,0,2.9400001,1,0,0,0,0,1,6.1999998,1,3.5999999,86.716873,36.51178,2.5,91.279449,59.331642,0,10.219069,27421.113
4504,0,0,0,0,25,0,4,0,3.4000001,1,0,0,0,0,1,3.8,1,6.4000001,10.894759,35.875412,2.5,89.68853,58.297546,1,11.424075,91498.25
4505,1,0,0,0,21,0,3,1,3.52,0,0,0,0,0,0,3.3,1,5,48.704094,21.647028,2,43.294056,28.141136,0,10.938257,56289.156
4506,0,0,0,0,21,0,3,0,2.73,0,0,0,0,0,0,2.8,1,6.8000002,49.519894,24.372513,2,48.745026,31.684267,1,11.713655,122229.35
4507,0,0,0,0,27,0,1,1,3.8,0,0,0,0,1,0,5.6999998,1,6.9000001,71.355942,30.216801,2,60.433601,39.281841,1,11.55202,103986.88
4508,1,0,0,0,25,1,1,1,3.6099999,1,0,0,0,0,0,2.5,1,3.0999999,43.96104,29.524185,2.5,73.810463,47.976799,1,12.115914,182757.3
4509,1,0,0,0,24,0,1,1,3.4300001,0,0,0,0,0,1,5,1,8.5,62.2855,25.310928,2,50.621857,32.904205,1,12.098765,179649.92
4510,0,0,0,0,25,0,4,0,3.3900001,1,0,0,0,1,1,5.5,0,7.3000002,53.646194,42.290459,2.5,105.72615,68.722,0,11.528938,101614.17
4511,1,0,0,0,25,0,1,1,3.5899999,0,0,0,0,0,1,5.8000002,1,6.6999998,44.919277,25.64463,2,51.289261,33.33802,1,9.5843344,14535.284
4512,1,1,0,0,22,0,3,0,3.28,0,0,0,0,0,0,3.3,1,7.5,21.606253,27.449184,2,54.898369,35.683941,1,9.5931463,14663.935
4513,0,0,0,0,23,1,4,1,2.9200001,0,0,0,0,1,1,3.5999999,1,7.3000002,50.317184,33.626411,2,67.252823,43.714336,0,10.860639,52085.332
4514,0,0,0,0,23,1,4,0,4,0,0,0,0,0,1,3.3,1,9.8000002,34.570572,23.649086,2,47.298172,30.743813,1,9.9967623,21955.266
4515,1,0,0,0,26,0,2,0,3.6600001,0,0,0,0,0,1,5.4000001,1,7.9000001,65.779968,26.259874,2,52.519749,34.137836,0,10.935292,56122.508
4516,0,0,1,0,25,0,4,0,3.9100001,0,1,0,0,0,1,6.5,1,3.5999999,61.669617,55.606686,2,111.21337,72.288689,0,11.389289,88370.094
4517,1,0,0,0,25,0,2,0,3.54,0,0,0,0,0,0,2.7,1,8,61.899143,28.108322,2,56.216644,36.540817,1,12.243548,207637.36
4518,0,0,0,0,21,0,3,1,3.3499999,0,0,0,0,0,1,5.5999999,1,10.6,73.93119,29.046124,2,58.092247,37.75996,0,10.16475,25971.371
4519,1,0,0,0,23,1,2,1,3.6500001,0,0,0,0,0,1,4.9000001,1,8.3000002,43.183411,18.452435,2,36.904869,23.988165,1,12.780054,355064.28
4520,0,0,1,0,21,0,1,1,3.98,1,0,0,0,1,1,4.6999998,0,8.1000004,135.59573,47.821476,2.5,119.55369,77.7099,1,10.210156,27177.818
4521,1,0,0,0,24,0,2,0,3.8499999,0,0,0,0,0,1,6.0999999,1,11.3,11.903924,20.234291,2,40.468582,26.304579,0,10.987911,59154.695
4522,1,0,0,0,23,1,1,0,2.8199999,0,0,0,1,0,1,3.4000001,0,7.4000001,82.765099,34.666145,2,69.332291,45.06599,1,12.38778,239852.69
4523,0,0,0,1,26,1,4,1,2.99,0,1,0,0,1,0,4.5,1,7.5999999,93.544701,76.613518,2,153.22704,99.597572,0,10.553803,38322.922
4524,0,0,0,0,21,0,2,1,2.0899999,0,0,1,0,0,0,4,1,6.4000001,54.479012,29.749596,2,59.499191,38.674473,0,9.7763844,17612.855
4525,0,0,0,0,28,1,3,0,3.4100001,0,0,0,0,1,1,5,1,8.1999998,72.9879,32.749821,2,65.499641,42.574768,0,11.200359,73156.727
4526,1,0,0,0,21,0,3,1,3.0799999,1,0,0,0,1,1,4.5,1,4.3000002,64.973076,39.436615,2.5,98.591537,64.084503,1,9.9177122,20286.525
4527,0,0,1,0,24,0,1,1,2.6099999,0,1,0,0,1,1,6.1999998,1,13.4,91.527428,63.685688,2,127.37138,82.791397,1,11.460001,94845.164
4528,1,0,0,0,22,1,4,1,3.9400001,0,0,1,0,1,1,2.5999999,1,6.8000002,71.079353,28.49654,2,56.99308,37.045502,0,12.138895,187005.83
4529,1,0,0,0,25,0,2,1,3.3900001,0,0,0,0,1,1,5.6999998,1,5.8000002,41.298893,32.410877,2,64.821754,42.13414,0,10.9498,56942.684
4530,1,0,0,0,29,0,3,1,3.02,0,0,0,1,0,1,4.4000001,0,7.5,58.1866,37.371899,2,74.743797,48.583469,1,12.241252,207161.08
4531,0,0,0,0,25,0,2,0,3.28,1,0,0,0,1,0,6.5999999,1,7.0999999,79.508072,47.95483,2.5,119.88708,77.926598,1,12.139998,187212.28
4532,0,0,0,1,23,0,3,0,3.3099999,0,0,0,0,0,1,4.9000001,1,9.1000004,52.161957,18.441559,2,36.883118,23.974026,0,10.79922,48982.586
4533,0,0,0,0,25,0,3,0,3.1600001,0,1,0,0,0,1,6.9000001,1,6.3000002,71.941452,57.284641,2,114.56928,74.470032,0,11.491695,97899.367
4534,1,0,0,0,23,1,3,0,3.8199999,0,0,0,0,0,0,5,0,10.3,33.11335,26.147003,2,52.294006,33.991104,0,11.626171,111990.7
4535,1,0,0,0,21,1,3,1,4,0,0,1,0,0,1,2.5,1,7.9000001,31.132317,15.482662,2,30.965324,20.12746,1,10.324944,30483.611
4536,0,0,0,1,30,0,1,0,3.1700001,0,0,0,0,0,1,3.2,1,6.5,45.234104,20.41543,2,40.83086,26.540058,0,10.96728,57946.785
4537,0,0,1,0,24,0,1,0,3.51,0,0,1,0,0,1,7.5999999,1,3.5,60.236725,19.908489,2,39.816978,25.881037,0,10.718589,45188.09
4538,1,0,0,0,25,0,4,0,2.8599999,0,0,1,0,0,1,5.5999999,0,6.1999998,20.007679,25.620399,2,51.240799,33.306519,1,10.362909,31663.166
4539,1,0,0,0,31,0,4,0,3.21,0,0,0,0,1,1,5.4000001,0,11.2,57.115242,35.036247,2,70.072495,45.547123,0,10.732719,45831.156
4540,1,0,0,0,24,0,1,1,2.53,0,1,0,0,0,1,6.5999999,1,6.0999999,118.30391,54.409786,2,108.81957,70.732719,0,10.94841,56863.563
4541,0,0,0,0,24,0,3,1,2.73,0,0,0,0,0,0,4.3000002,1,4.6999998,32.817974,19.461452,2,38.922905,25.299889,1,12.192024,197209.95
4542,1,0,0,0,29,1,4,0,3.1600001,0,0,0,1,0,0,4.3000002,1,7.5,0,45.591545,2,91.18309,59.269009,0,10.223242,27535.787
4543,0,0,0,0,27,1,2,0,2.8199999,0,0,1,0,0,1,3.0999999,1,9.6000004,50.611885,27.297068,2,54.594135,35.486187,1,11.449689,93872.141
4544,1,0,0,0,21,0,2,1,2,0,1,0,0,0,1,4.9000001,0,4.5999999,133.93736,56.738926,2,113.47785,73.760605,0,11.070407,64241.641
4545,0,0,0,1,26,0,3,0,3.4000001,1,0,0,0,1,1,5.1999998,1,7.5,65.305038,44.373428,2.5,110.93357,72.106819,1,10.971348,58182.961
4546,1,0,0,0,23,1,4,1,2.72,0,0,0,1,0,0,4.4000001,1,7.1999998,13.657097,52.711742,2,105.42348,68.525269,0,11.724015,123502.32
4547,0,1,0,0,21,1,3,0,3.3199999,1,0,0,0,0,0,6.3000002,0,9.6000004,31.716755,30.208548,2.5,75.52137,49.08889,0,11.330419,83317.891
4548,1,0,0,0,27,0,1,0,2.4200001,0,1,0,0,0,1,2.5,1,8.3000002,111.77364,56.385132,2,112.77026,73.300674,0,11.041177,62391.031
4549,0,0,0,0,23,0,3,0,3.02,0,0,1,0,0,1,2.5,0,8.1999998,47.485535,29.832668,2,59.665337,38.782471,0,9.3374109,11354.972
4550,1,0,0,0,25,0,2,0,3.6500001,1,0,0,0,1,1,5.8000002,1,6.4000001,73.011444,38.69817,2.5,96.745422,62.884525,0,11.727591,123944.67
4551,0,0,0,0,22,1,4,0,2.49,0,0,0,1,0,1,5,1,8.1999998,45.54705,40.81144,2,81.622879,53.054871,1,12.822773,370560.88
4552,1,0,0,0,28,0,3,0,3,0,1,0,0,0,0,8.1999998,1,7.5999999,60.412357,58.699448,2,117.3989,76.30928,0,11.603821,109515.44
4553,0,0,0,0,25,1,2,1,2.3,0,1,0,0,0,1,4.3000002,1,7.4000001,101.60993,64.220215,2,128.44043,83.486282,0,10.766164,47389.871
4554,0,0,0,0,27,0,3,0,3.1199999,1,0,0,0,0,1,5.6999998,1,8.1999998,51.984879,32.305672,2.5,80.764175,52.496716,1,10.349028,31226.664
4555,1,0,0,0,22,0,1,1,3.5,0,0,0,0,1,1,5.5,0,8.3000002,77.324463,32.015106,2,64.030212,41.619637,1,9.8693314,19328.41
4556,0,0,0,0,21,0,2,0,3.0999999,0,0,0,0,1,0,7.0999999,1,6.5,84.729973,44.690765,2,89.381531,58.097996,0,9.2838211,10762.478
4557,1,0,0,0,26,0,2,0,2.9100001,0,1,0,0,0,1,4.9000001,1,9.3999996,44.759602,60.687416,2,121.37483,78.893639,0,11.351622,85103.344
4558,1,0,0,0,25,0,2,1,3.25,0,1,0,0,1,0,4.5999999,1,10.1,80.01165,70.690582,2,141.38116,91.897758,1,8.3308811,4150.0728
4559,1,0,0,0,25,0,4,0,3.45,1,0,0,0,0,0,6.1999998,1,11.7,53.169075,38.908913,2.5,97.272278,63.226982,1,12.606175,298395.59
4560,0,0,0,0,25,1,3,1,4,0,0,0,1,0,1,3.9000001,0,6.9000001,78.342949,38.785942,2,77.571884,50.421726,0,11.533956,102125.28
4561,0,0,0,1,30,1,2,1,3.1700001,0,0,0,1,0,1,2.5,1,11.3,79.56057,42.725636,2,85.451271,55.543327,1,11.881886,144622.98
4562,0,0,0,0,26,0,1,0,3.52,1,0,0,0,0,0,4.8000002,1,8.1000004,85.756264,38.975998,2.5,97.439995,63.335999,1,11.940261,153316.69
4563,1,1,1,0,24,0,2,0,3.6800001,1,0,0,0,0,0,2.5,0,8.3999996,72.507469,33.192974,2.5,82.982437,53.938583,0,12.539743,279216.69
4564,0,0,0,0,24,0,1,0,2.8199999,0,0,0,0,0,0,5.5,1,5.9000001,76.452858,26.176489,2,52.352978,34.029434,0,9.9812069,21616.385
4565,0,0,0,0,21,0,2,0,2.46,0,0,0,1,0,0,5.1999998,0,6.9000001,87.842247,42.356335,2,84.712669,55.063236,1,10.47573,35444.734
4566,1,0,0,0,25,0,1,0,3.27,0,1,0,0,0,0,5.1999998,0,6.9000001,97.994804,59.884056,2,119.76811,77.849274,0,10.846501,51354.168
4567,1,0,0,0,21,0,2,0,4,1,0,0,0,1,1,5.0999999,1,4.9000001,94.50853,51.600891,2.5,129.00223,83.851448,1,12.035793,168685.83
4568,1,0,0,0,23,1,3,0,3.1800001,0,0,0,0,0,0,6.5999999,1,5.0999999,23.373055,22.430233,2,44.860466,29.159304,0,11.543344,103088.64
4569,1,0,0,0,21,0,3,1,3.23,0,0,0,0,0,1,3.0999999,1,9.8000002,36.386364,27.271053,2,54.542107,35.45237,0,11.122196,67656.328
4570,0,0,0,0,29,0,1,1,3.6600001,0,0,1,0,0,0,3.5999999,0,5,68.794182,31.341536,2,62.683071,40.743996,0,10.583137,39463.699
4571,0,0,0,0,26,0,2,0,3.1300001,0,0,0,0,0,1,5.3000002,1,7.5999999,37.306759,20.178417,2,40.356834,26.231943,1,12.635344,307227.44
4572,0,0,0,0,21,0,2,1,2.45,1,0,0,0,1,0,6.0999999,1,8,109.23235,48.096779,2.5,120.24194,78.157265,0,11.311667,81770.141
4573,0,0,0,0,21,0,1,0,3.23,0,0,1,0,0,1,5.4000001,1,11.5,95.483101,23.281843,2,46.563686,30.266396,1,9.8811359,19557.926
4574,1,1,0,0,25,0,4,1,3.6900001,0,1,0,0,0,1,3.8,0,9.3000002,27.813786,61.518581,2,123.03716,79.974159,1,10.138205,25291.018
4575,1,0,0,0,27,1,3,0,3.3099999,0,1,0,0,0,1,4.5999999,1,9.6999998,36.506489,59.125732,2,118.25146,76.863449,1,12.371409,235958.08
4576,1,0,0,0,26,1,1,1,3.4100001,1,0,0,0,1,1,4.8000002,1,5.0999999,112.33622,45.60527,2.5,114.01318,74.108566,1,12.064536,173604.69
4577,0,0,1,0,27,0,2,1,3.4200001,0,1,0,0,0,1,4.5,0,10.1,115.90324,55.158298,2,110.3166,71.705788,0,11.243173,76356.82
4578,1,0,0,0,23,1,2,0,3.53,0,0,1,0,0,1,4.4000001,1,7,20.465773,19.540804,2,39.081608,25.403046,1,12.630192,305648.75
4579,1,0,0,0,21,0,2,1,3.5699999,0,1,0,0,0,1,3.4000001,1,5.6999998,63.770481,54.962303,2,109.92461,71.450996,1,11.303528,81107.266
4580,0,0,1,1,26,0,4,0,2.6700001,0,0,1,0,0,1,6,0,4.0999999,31.558105,23.54211,2,47.084221,30.604744,0,10.300205,29738.721
4581,1,0,1,0,31,0,3,0,3.2,1,0,0,0,0,1,4.1999998,1,5.6999998,45.811195,29.260418,2.5,73.151047,47.54818,0,11.17731,71489.797
4582,0,1,0,0,25,0,4,0,3.3399999,0,0,0,0,1,0,4.1999998,0,5.3000002,63.257996,38.509502,2,77.019005,50.062355,1,12.17215,193329.19
4583,0,1,0,0,26,0,2,0,2.6400001,0,0,0,1,0,1,4.1999998,1,4.1999998,104.9545,46.24818,2,92.496361,60.122635,0,11.624477,111801.18
4584,0,0,0,0,23,1,4,0,2.7,1,0,0,0,0,1,7,0,5.1999998,60.330601,28.622902,2.5,71.557251,46.512215,0,10.95402,57183.434
4585,1,1,0,0,25,0,3,1,3.24,0,0,0,0,1,1,4.9000001,1,3.5999999,55.903694,32.272442,2,64.544884,41.954174,1,9.595808,14703.018
4586,1,1,0,0,21,1,1,1,3.6099999,0,1,0,0,0,0,4.0999999,0,6.5999999,102.17358,58.381149,2,116.7623,75.895493,0,11.283634,79509.688
4587,0,0,0,0,31,0,1,0,2.6600001,1,0,0,0,0,0,4.5,1,6.1999998,89.04496,33.33849,2.5,83.346222,54.175045,0,11.187106,72193.563
4588,0,0,0,0,23,1,2,1,4,0,1,0,0,0,1,4.0999999,0,5.5999999,76.567017,59.345264,2,118.69053,77.148842,0,12.213397,201470.25
4589,1,0,0,0,25,1,1,0,3.0899999,0,1,0,0,0,0,5.1999998,0,7.0999999,119.20967,60.517715,2,121.03543,78.673027,0,11.604166,109553.25
4590,0,0,0,0,22,0,2,1,3,0,0,0,0,1,1,3.0999999,1,7.1999998,36.536121,33.161572,2,66.323143,43.110043,0,12.067926,174194.27
4591,0,0,0,0,21,1,3,1,3.4400001,1,0,0,0,0,1,2.9000001,1,5.8000002,33.724838,39.863705,2.5,99.659264,64.778519,1,12.726783,336644.5
4592,1,0,0,0,24,0,1,0,4,0,1,0,0,0,0,3.2,1,2,125.88692,61.107132,2,122.21426,79.43927,0,11.515608,100268.59
4593,1,0,0,0,32,0,2,1,3.27,0,1,0,0,0,0,2.5,0,8.5,84.472328,63.516075,2,127.03215,82.5709,0,10.59029,39747.016
4594,0,0,0,0,28,0,4,0,3.5,0,0,0,1,0,0,5.6999998,0,8,56.340492,41.356102,2,82.712204,53.762932,1,10.390164,32538.016
4595,0,0,0,0,21,0,4,0,3.0799999,0,0,0,0,0,0,4.0999999,1,8.8999996,8.9486675,26.583754,2,53.167507,34.55888,0,9.9618521,21202.027
4596,0,0,0,0,21,0,2,0,3.6600001,1,0,0,0,0,0,5.3000002,1,9,90.725105,33.885418,2.5,84.713547,55.063805,0,12.172128,193324.95
4597,1,0,0,0,26,1,2,0,2.5,0,0,0,0,1,1,5.5,1,8.5,63.111835,40.422607,2,80.845215,52.549389,0,10.425289,33701.215
4598,1,0,0,0,26,0,2,0,4,0,1,0,0,0,1,4.9000001,0,8.3999996,96.823524,58.620384,2,117.24077,76.206497,1,11.850375,140136.91
4599,1,0,0,0,23,0,2,0,3.25,0,0,1,0,0,1,3.7,1,5.9000001,65.138901,16.077528,2,32.155056,20.900787,0,11.526437,101360.3
4600,1,0,0,0,31,0,3,0,2.4200001,0,0,0,0,1,0,5.9000001,1,9.1999998,24.095032,36.771076,2,73.542152,47.802399,0,10.946707,56766.793
4601,0,0,0,0,25,1,4,1,3.9100001,1,0,0,0,0,1,4,1,7.0999999,16.305939,30.081806,2.5,75.204514,48.882935,0,10.932206,55949.578
4602,0,0,0,0,24,0,4,1,2.3800001,0,0,0,0,0,0,3.3,1,5.5999999,29.070963,22.952198,2,45.904396,29.837858,0,10.846626,51360.582
4603,0,0,0,0,26,1,1,0,4,0,0,1,0,1,1,5.6999998,1,5.4000001,97.451828,44.89341,2,89.786819,58.361431,1,11.315304,82068.031
4604,1,0,0,0,22,0,2,0,2.95,0,0,0,0,1,1,3.5,1,9.6999998,58.628361,31.837273,2,63.674545,41.388454,1,10.791682,48614.75
4605,0,0,0,0,27,1,2,1,3.3099999,0,0,0,1,0,1,4.5,1,9.3999996,107.98228,44.468468,2,88.936935,57.80901,1,11.934976,152508.5
4606,1,0,0,0,27,1,4,0,2.5699999,0,0,0,0,0,0,4.5,0,10.1,.17769203,23.175793,2,46.351585,30.128531,0,11.28905,79941.477
4607,1,0,0,0,26,0,2,0,3.26,0,0,0,1,1,1,5.1999998,0,5.9000001,86.493248,57.547569,2,115.09514,74.811844,1,10.143374,25422.107
4608,1,0,0,0,25,0,1,0,3.6300001,0,0,0,0,0,1,5.5,1,6.6999998,101.04883,20.045773,2,40.091545,26.059504,1,10.228698,27686.434
4609,1,0,0,0,27,1,1,1,3.3699999,0,0,0,0,1,1,4.6999998,0,10.5,61.040997,29.945076,2,59.890152,38.9286,0,11.405736,89835.539
4610,1,0,0,0,25,1,2,0,3.1199999,0,0,0,0,1,0,4.4000001,1,9.8999996,34.846313,30.304907,2,60.609814,39.396378,1,11.372548,86903.023
4611,0,0,1,0,22,1,4,0,3.3699999,0,0,1,0,1,0,4.5999999,0,9.3000002,27.445951,33.284809,2,66.569618,43.270252,1,10.396242,32736.375
4612,1,0,0,0,22,0,1,0,2.99,1,0,0,0,0,0,6.8000002,1,5,112.1705,40.027779,2.5,100.06944,65.045135,0,9.063015,8630.1309
4613,0,0,0,0,21,0,2,1,2.3599999,0,0,0,0,1,1,4.1999998,0,7.8000002,70.962334,41.026924,2,82.053848,53.335003,1,9.9539919,21036.029
4614,0,0,0,0,23,0,3,0,2.9400001,1,0,0,0,0,0,5.1999998,0,4.3000002,67.043922,23.798214,2.5,59.495537,38.6721,0,11.915219,149525.06
4615,1,1,0,0,24,1,3,0,4,1,0,0,0,0,1,6.1999998,0,12.9,12.109734,32.363731,2.5,80.909332,52.591064,1,11.908204,148479.78
4616,1,0,0,0,25,0,4,0,3.29,0,0,0,1,1,1,5,1,7.5999999,57.804119,50.120819,2,100.24164,65.157066,0,13.365973,637922.75
4617,0,0,0,0,25,1,2,0,3.1300001,0,0,0,0,0,0,7,0,7.8000002,75.604897,21.660534,2,43.321068,28.158693,0,11.49775,98493.938
4618,0,0,0,0,23,0,2,1,3.3599999,0,1,0,0,1,1,4.6999998,1,8.6999998,115.04163,69.344223,2,138.68845,90.147491,1,12.400748,242983.36
4619,1,0,0,0,22,0,2,0,3.46,0,0,1,0,1,0,3.4000001,0,4.4000001,104.52103,41.225708,2,82.451416,53.593422,0,11.568027,105664.84
4620,0,1,0,0,25,1,1,0,3.9000001,0,0,0,1,1,1,4.0999999,0,3.5999999,85.608101,52.598862,2,105.19772,68.378517,0,11.150515,69599.633
4621,1,0,0,0,27,0,3,1,2.97,0,0,1,0,1,0,4.5999999,1,3.5999999,67.472328,31.177204,2,62.354408,40.530365,0,11.815574,135343.83
4622,0,0,0,0,26,0,2,0,3.3599999,0,0,0,0,0,1,3.7,1,6.8000002,27.710466,20.853165,2,41.706329,27.109114,0,9.853159,19018.338
4623,1,0,0,0,22,0,4,1,3.3299999,1,0,0,0,0,1,3.2,1,8.5,60.027908,31.197916,2.5,77.994789,50.696613,1,10.394762,32687.959
4624,1,0,0,0,23,0,2,1,3.0899999,0,1,0,0,1,1,4.8000002,1,10.9,100.63766,70.920685,2,141.84137,92.196892,0,11.746259,126280.23
4625,0,0,0,0,21,0,2,1,3.22,0,0,0,0,0,1,6,1,10.5,68.161232,18.733644,2,37.467289,24.353737,1,12.446233,254290.55
4626,0,0,0,0,21,0,3,0,3.5,0,1,0,0,1,1,6.4000001,1,9.1000004,115.04782,66.960854,2,133.92171,87.04911,1,12.893939,397893.25
4627,0,0,0,0,25,0,2,0,3.03,0,0,0,1,1,1,2.5,1,8.5,58.254826,51.045589,2,102.09118,66.359268,0,10.536746,37674.773
4628,0,0,0,1,22,1,2,1,2.6600001,0,1,0,0,0,1,6.4000001,1,6.5999999,57.785889,61.089813,2,122.17963,79.416756,1,11.871719,143160.17
4629,0,0,0,0,21,0,4,0,3.1300001,0,0,0,0,0,1,4.1999998,0,9.1999998,39.74324,24.26951,2,48.539021,31.550364,0,11.074481,64503.902
4630,1,0,0,1,22,0,3,1,3.1099999,0,0,0,0,0,0,6.6999998,1,10.7,18.43054,31.016472,2,62.032944,40.321415,0,11.831716,137546.27
4631,0,0,0,1,26,0,1,0,2.25,0,0,0,1,0,0,4.6999998,1,3.2,66.567184,37.175171,2,74.350342,48.327721,0,10.215137,27313.531
4632,0,0,0,0,22,0,1,1,3.3299999,1,0,0,0,0,1,5.5,0,5.4000001,70.33149,26.553688,2.5,66.384216,43.149742,0,11.330386,83315.188
4633,1,0,0,0,26,0,3,0,3.4300001,1,0,0,0,1,0,5.6999998,1,5.9000001,112.59758,47.894646,2.5,119.73662,77.828804,1,12.035022,168555.73
4634,1,0,0,0,21,0,4,0,2.9000001,0,0,0,1,0,1,4.9000001,0,4.1999998,68.221085,44.631672,2,89.263344,58.021172,1,11.387706,88230.305
4635,0,0,0,0,26,1,2,0,3.6500001,1,0,0,0,0,0,7.8000002,1,8.8999996,111.94627,42.6609,2.5,106.65225,69.323967,1,11.756207,127542.7
4636,1,0,0,0,26,1,2,0,3.3499999,0,0,1,0,0,1,5.3000002,0,4.6999998,24.301348,14.655995,2,29.311991,19.052794,1,12.502219,268933.44
4637,1,0,0,0,28,0,4,0,3.6199999,1,0,0,0,0,1,4.8000002,0,8.6999998,11.954841,29.112732,2.5,72.78183,47.308189,0,11.437203,92707.383
4638,0,0,0,0,21,0,3,1,3.6500001,1,0,0,0,0,1,5.5,0,5.8000002,94.817085,33.775707,2.5,84.43927,54.885525,0,10.708183,44720.32
4639,0,0,0,0,24,0,2,1,3.05,0,0,0,0,1,0,3.3,1,6.5,89.235016,30.267365,2,60.534729,39.347572,0,11.850439,140145.88
4640,1,0,0,0,26,0,3,0,3.28,0,1,0,0,0,0,7.4000001,1,6.4000001,86.231964,50.261261,2,100.52252,65.339638,0,11.295673,80472.711
4641,1,0,0,0,23,0,2,0,3.52,0,0,0,0,0,1,3.5999999,0,6.6999998,15.672353,22.630152,2,45.260303,29.419197,0,10.695254,44145.855
4642,1,0,1,0,26,0,1,1,2.8800001,0,0,1,0,0,1,4.3000002,0,7.8000002,25.345675,14.358397,2,28.716793,18.665916,0,9.1671295,9577.0947
4643,0,0,0,0,24,0,1,1,3.53,1,0,0,0,0,1,5.0999999,0,6.8000002,92.437592,36.897079,2.5,92.242699,59.957756,0,11.234962,75732.484
4644,1,0,0,1,23,0,2,1,3.8299999,1,0,0,0,1,1,4.3000002,0,10.6,82.078224,43.516953,2.5,108.79238,70.71505,0,11.213486,74123.336
4645,0,1,0,0,31,1,4,0,3.4400001,0,0,0,0,0,1,5.5999999,0,4.4000001,32.726856,16.913307,2,33.826614,21.987299,0,9.9105215,20141.176
4646,1,0,0,0,27,0,2,1,3.5899999,0,0,0,1,1,1,5.8000002,1,7.0999999,87.95063,52.952168,2,105.90434,68.837814,1,12.083709,176965.27
